animal_id,date_of_birth,name,datetime,monthyear,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color
A668305,2012-12-01,,2013-12-02T00:00:00-05:00,12-2013,Transfer,Partner,Other,Unknown,1 year,Turtle Mix,Brown/Yellow
A673335,2012-02-22,,2014-02-22T00:00:00-05:00,02-2014,Euthanasia,Suffering,Other,Unknown,2 years,Raccoon,Black/Gray
A675999,2013-04-03,,2014-04-07T00:00:00-05:00,04-2014,Transfer,Partner,Other,Unknown,1 year,Turtle Mix,Green
A679066,2014-04-16,,2014-05-16T00:00:00-05:00,05-2014,,,Other,Unknown,4 weeks,Rabbit Sh,Brown
A680855,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A680857,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A680858,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A680859,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A680860,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A680861,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A680862,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A680863,2014-05-25,,2014-06-10T00:00:00-05:00,06-2014,Transfer,Partner,Bird,Unknown,2 weeks,Duck,Yellow/Black
A683090,2014-04-22,Jenny Tyson,2014-07-11T00:00:00-05:00,07-2014,Adoption,,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Brown/Black
A683591,2014-06-12,,2014-07-12T00:00:00-05:00,07-2014,Transfer,Partner,Bird,Unknown,4 weeks,Catbird Mix,Brown
A683693,2014-06-29,,2014-07-14T00:00:00-05:00,07-2014,Transfer,Partner,Bird,Unknown,2 weeks,Grackle Mix,Black/White
A686222,2014-03-13,,2014-08-20T00:00:00-05:00,08-2014,Transfer,Partner,Bird,Intact Male,5 months,Silkie Mix,Black
A688001,2014-07-12,,2014-09-16T00:00:00-05:00,09-2014,Transfer,Partner,Bird,Unknown,2 months,Bantam Mix,White
A688002,2014-07-12,,2014-09-16T00:00:00-05:00,09-2014,Transfer,Partner,Bird,Unknown,2 months,Bantam Mix,White
A687621,2014-03-07,,2014-09-16T00:00:00-05:00,09-2014,Transfer,Partner,Bird,Unknown,6 months,Chicken Mix,Brown
A687622,2014-03-07,,2014-09-16T00:00:00-05:00,09-2014,Transfer,Partner,Bird,Unknown,6 months,Chicken Mix,Brown
A688000,2014-07-12,,2014-09-17T00:00:00-05:00,09-2014,Transfer,Partner,Bird,Unknown,2 months,Bantam Mix,White
A693750,2013-12-14,*Stetson,2014-12-23T00:00:00-05:00,12-2014,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown/White
A694113,2013-06-20,Rooster,2014-12-23T00:00:00-05:00,12-2014,Transfer,Partner,Bird,Intact Male,1 year,Chicken Mix,Brown/Black
A694191,2014-04-22,,2014-12-27T00:00:00-05:00,12-2014,Transfer,Partner,Dog,Intact Male,8 months,Shiba Inu Mix,Tan
A694447,2014-12-07,,2014-12-29T00:00:00-05:00,12-2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue Tabby
A694454,2014-12-07,,2014-12-29T00:00:00-05:00,12-2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Longhair Mix,Blue Tabby
A694136,2009-01-02,Hershey,2014-12-31T00:00:00-05:00,12-2014,Return to Owner,,Dog,Neutered Male,5 years,Cocker Spaniel Mix,Chocolate
A604679,2008-12-27,Snowball,2015-01-01T00:00:00-05:00,01-2015,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Cream
A694566,2014-12-25,,2015-01-02T00:00:00-05:00,01-2015,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Black/White
A694592,2013-12-31,*Henry,2015-01-07T00:00:00-05:00,01-2015,Transfer,Partner,Other,Unknown,1 year,Mouse Mix,Gray/Black
A694289,2013-12-24,Osiris,2015-01-08T00:00:00-05:00,01-2015,Return to Owner,,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,Black/White
A694726,2011-08-31,Giselle,2015-01-12T00:00:00-05:00,01-2015,Transfer,Partner,Dog,Spayed Female,3 years,Golden Retriever/Labrador Retriever,Gold
A695037,2012-01-07,*Nellie,2015-01-12T00:00:00-05:00,01-2015,Transfer,Partner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/White
A695070,2014-01-08,David,2015-01-12T00:00:00-05:00,01-2015,Return to Owner,,Cat,Neutered Male,1 year,Russian Blue Mix,Blue
A695071,2012-01-08,*Rebel,2015-01-12T00:00:00-05:00,01-2015,Transfer,Partner,Dog,Neutered Male,3 years,Miniature Pinscher,Red
A554865,2008-09-08,Pepe,2015-01-12T00:00:00-05:00,01-2015,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair,White
A693975,2013-12-18,*Roscoe,2015-01-27T00:00:00-05:00,01-2015,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A696368,2013-02-03,Cosmo,2015-02-05T00:00:00-05:00,02-2015,Return to Owner,,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow/White
A696346,2012-02-03,Valentine,2015-02-09T00:00:00-05:00,02-2015,Transfer,Partner,Dog,Intact Female,3 years,Havanese Mix,White/Gray
A696953,2002-02-15,Disco,2015-02-16T00:00:00-05:00,02-2015,Return to Owner,,Dog,Neutered Male,13 years,Chihuahua Shorthair,Tan
A697223,2001-02-19,Lili,2015-02-20T00:00:00-05:00,02-2015,Return to Owner,,Dog,Spayed Female,14 years,Rat Terrier Mix,Tricolor
A697599,2014-12-25,*Jasper,2015-02-28T00:00:00-05:00,02-2015,Transfer,Partner,Cat,Intact Female,2 months,Domestic Longhair Mix,Torbie
A693369,2012-12-06,Cupcake,2015-03-11T00:00:00-05:00,03-2015,Adoption,Foster,Dog,Spayed Female,2 years,Pekingese Mix,White
A698568,2012-03-13,Bella,2015-03-14T00:00:00-05:00,03-2015,Adoption,,Dog,Intact Female,3 years,Chihuahua Shorthair,Sable
A696733,2013-02-11,,2015-03-21T00:00:00-05:00,03-2015,Return to Owner,,Other,Unknown,2 years,Lizard Mix,Tan
A699447,2014-09-27,,2015-03-27T00:00:00-05:00,03-2015,Died,,Other,Unknown,5 months,Bat Mix,Gray
A699599,2003-03-30,Duke,2015-03-30T00:00:00-05:00,03-2015,Return to Owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black
A699601,2013-03-30,Remi,2015-03-30T00:00:00-05:00,03-2015,Return to Owner,,Dog,Spayed Female,2 years,Basset Hound Mix,White/Brown
A699665,2014-03-31,Lemon,2015-04-01T00:00:00-05:00,04-2015,Transfer,Partner,Bird,Unknown,1 year,Parakeet Mix,Yellow
A699767,2015-02-08,Bluebonnet,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White
A699768,2015-02-08,Daffodil,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Female,1 month,Shih Tzu Mix,Tan
A699769,2015-02-08,Roger Rabbit,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White/Black
A699770,2015-02-08,Latte,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,White/Chocolate
A699771,2015-02-08,,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Male,1 month,Shih Tzu Mix,Cream/Black
A699779,2013-04-02,,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Spayed Female,2 years,Shih Tzu,Tan
A699780,2013-04-02,,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Spayed Female,2 years,Shih Tzu Mix,Black
A699781,2014-04-02,,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Spayed Female,1 year,Shih Tzu Mix,White/Gray
A699782,2012-04-02,,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Female,3 years,Shih Tzu Mix,White
A699783,2014-11-02,Penny Lou,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Female,4 months,Shih Tzu,White/Brown
A699790,2013-10-02,Tulip,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Female,1 year,Shih Tzu,Chocolate/White
A699791,2015-03-02,Jessica,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Female,4 weeks,Shih Tzu,Black
A699792,2015-02-08,Peter Cotton,2015-04-02T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Male,1 month,Lhasa Apso,Black/White
A699357,2014-10-16,*Finn,2015-04-02T00:00:00-05:00,04-2015,Adoption,,Dog,Neutered Male,5 months,Australian Cattle Dog Mix,White/Red Tick
A699358,2014-10-16,*Lacey,2015-04-03T00:00:00-05:00,04-2015,Adoption,,Dog,Spayed Female,5 months,Australian Cattle Dog Mix,White/Brown Brindle
A699797,2014-06-03,,2015-04-08T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Neutered Male,10 months,Shih Tzu,White/Brown Brindle
A699917,2015-02-04,,2015-04-08T00:00:00-05:00,04-2015,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A700034,2010-04-06,,2015-04-10T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Schnauzer Mix,Buff/Gray
A700035,2014-04-06,,2015-04-10T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Schnauzer Mix,Black/Tan
A698408,2006-06-11,Isabella,2015-04-10T00:00:00-05:00,04-2015,Adoption,Foster,Dog,Spayed Female,8 years,Dachshund Mix,Blue Merle/Black
A699912,2014-04-04,*Fiona,2015-04-13T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black
A699937,2007-04-04,*Gordo,2015-04-13T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Neutered Male,8 years,Labrador Retriever Mix,Chocolate
A700190,2012-04-09,,2015-04-14T00:00:00-05:00,04-2015,Transfer,Partner,Other,Unknown,3 years,Lizard Mix,Black/Yellow
A459161,2006-01-27,Dugan,2015-04-19T00:00:00-05:00,04-2015,Return to Owner,,Dog,Neutered Male,9 years,Shih Tzu Mix,Black/White
A699787,2013-10-02,*Mike,2015-04-20T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Neutered Male,1 year,Shih Tzu,White/Gray
A694349,2013-12-26,*Jersey,2015-04-22T00:00:00-05:00,04-2015,Transfer,Partner,Other,Unknown,1 year,Rabbit Sh Mix,White/Black
A700569,2014-04-16,*Willie,2015-04-24T00:00:00-05:00,04-2015,Adoption,,Dog,Neutered Male,1 year,Pembroke Welsh Corgi/Dachshund,Black/White
A701177,2015-02-03,,2015-04-28T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Tan
A700980,2015-02-11,*Cassie,2015-04-28T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Spayed Female,2 months,Carolina Dog Mix,Tan
A700795,2015-01-19,Teddy,2015-04-28T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Neutered Male,3 months,Pit Bull Mix,White/Tan
A700796,2014-12-19,*Rigger,2015-04-28T00:00:00-05:00,04-2015,Transfer,Partner,Dog,Neutered Male,4 months,Black Mouth Cur/American Staffordshire Terrier,Tan/White
A701542,2015-04-04,,2015-05-01T00:00:00-05:00,05-2015,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black
A697165,2015-02-18,*Zoey,2015-05-03T00:00:00-05:00,05-2015,Adoption,Offsite,Dog,Spayed Female,2 months,Labrador Retriever/Anatol Shepherd,White/Black
A701313,2007-04-27,Pancho,2015-05-05T00:00:00-05:00,05-2015,Return to Owner,,Dog,Neutered Male,8 years,Rottweiler Mix,Brown/Black
A701255,2006-04-26,*Joshua,2015-05-07T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Neutered Male,9 years,Shih Tzu Mix,White
A701250,2013-04-26,,2015-05-11T00:00:00-05:00,05-2015,Transfer,Partner,Livestock,Intact Female,2 years,Pig Mix,Pink
A702222,2014-11-11,*Sweetcheeks,2015-05-15T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Male,6 months,Pit Bull,White
A695189,2014-09-10,Gunner,2015-05-15T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Neutered Male,8 months,Border Collie/German Shepherd,Black/White
A702777,2014-11-17,,2015-05-17T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Unknown,5 months,Cairn Terrier Mix,Tan
A702625,2015-03-24,Delilah,2015-05-20T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Female,1 month,Great Pyrenees,White
A701701,2014-12-03,Cooper,2015-05-21T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Male,5 months,Miniature Poodle/Cocker Spaniel,Gold
A703278,2013-05-22,*Stella,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/White
A703275,2009-05-22,*Sheena,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Female,6 years,Rat Terrier Mix,Tricolor
A703283,2014-12-11,*Jenny,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Female,5 months,Redbone Hound,Red/White
A702558,2013-05-15,*Rico,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Neutered Male,2 years,Border Collie/Australian Cattle Dog,White/Black
A702428,2012-05-13,*Sammy,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White
A702722,2013-05-17,*Poppy,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A703052,2013-05-20,*Hailey,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Female,2 years,Great Pyrenees Mix,White
A702955,2007-05-19,*Charlize,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Female,8 years,Chihuahua Shorthair Mix,White/Black
A702926,2014-05-19,*Minnie,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Spayed Female,1 year,Pointer Mix,White/Brown
A702105,2013-05-09,*Sparky,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Tan
A698393,2014-03-10,Avery,2015-05-26T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Spayed Female,1 year,Chinese Sharpei Mix,Brown
A701772,2012-05-04,Dimond,2015-05-27T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Spayed Female,3 years,German Shepherd Mix,Black/White
A698044,2013-03-05,*Gladys,2015-05-27T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow
A654847,2006-05-26,Chico,2015-05-29T00:00:00-05:00,05-2015,Return to Owner,,Dog,Neutered Male,9 years,Labrador Retriever,Tan/Brown
A703447,2013-05-24,*Laurel,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A701976,2012-05-07,Sapphire,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Longhair Mix,Brown Tabby/White
A700056,2014-04-07,*Alyssa,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle
A647139,2012-07-05,Tiny,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A647140,2012-07-05,Lovey,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Blue Tabby
A484945,2007-06-30,Johnnie,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black
A588789,2010-07-18,Austin,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Neutered Male,4 years,Border Collie Mix,Chocolate/White
A590362,2010-10-08,Texas,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Dog,Neutered Male,4 years,Labrador Retriever/Australian Shepherd,Blue Tick/Black
A658800,2013-07-04,Houdini,2015-05-31T00:00:00-05:00,05-2015,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Medium Hair Mix,Blue/White
A704586,2015-04-06,*Simon,2015-06-13T00:00:00-05:00,06-2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A704589,2015-04-06,*Sylvester,2015-06-13T00:00:00-05:00,06-2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black
A705626,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705627,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705628,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705629,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705630,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705631,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705632,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705633,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705636,2014-11-19,Packard,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,6 months,Boxer Mix,Black
A705637,2014-11-19,Ford,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,6 months,Boxer Mix,White
A705624,2015-04-19,,2015-06-19T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Unknown,1 month,Boxer Mix,Black
A705294,2011-06-15,,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Longhair Mix,Red
A705296,2015-04-15,,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Longhair Mix,Black
A705204,2015-03-30,*Dinah,2015-06-20T00:00:00-05:00,06-2015,Adoption,Offsite,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A705241,2014-12-15,*Flower,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Female,6 months,Australian Cattle Dog Mix,Red
A704984,2015-01-11,*Daisy,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Spayed Female,5 months,Boxer Mix,Brown/White
A705064,2015-02-12,*Spoon,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Spayed Female,4 months,Australian Kelpie Mix,Tricolor
A704739,2015-04-20,Ladybird,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Spayed Female,1 month,Labrador Retriever Mix,Black/White
A704735,2015-01-24,*Topper,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Male,4 months,Labrador Retriever/German Shepherd,Brown
A704565,2015-03-21,*Boudreau,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Male,2 months,Pit Bull Mix,Brown
A704566,2014-10-06,*Soda Pop,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Female,8 months,Beagle Mix,Black/White
A694130,2014-09-20,Snoopy,2015-06-20T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Male,8 months,Chihuahua Longhair Mix,Black/Brown
A703854,2013-05-29,,2015-06-22T00:00:00-05:00,06-2015,Transfer,Partner,Bird,Unknown,2 years,Parakeet,Green/Blue
A703855,2013-05-29,,2015-06-22T00:00:00-05:00,06-2015,Transfer,Partner,Bird,Unknown,2 years,Parakeet,Green/Blue
A706038,2015-04-09,,2015-06-24T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Intact Male,2 months,Great Pyrenees Mix,White
A705937,2015-05-01,,2015-06-26T00:00:00-05:00,06-2015,Adoption,,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Black
A705441,2012-06-17,,2015-06-30T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan
A704518,2013-12-05,*Daisy,2015-06-30T00:00:00-05:00,06-2015,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan
A706507,2015-06-25,,2015-06-30T00:00:00-05:00,06-2015,Died,In Kennel,Cat,Unknown,5 days,Domestic Shorthair Mix,Black
A703670,2015-04-20,,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A704031,2015-03-31,*Daquiri,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Black
A703893,2015-04-26,*Jesse Moon,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A704353,2015-04-03,*Hugo,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black
A704326,2015-04-28,Oj,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A705615,2015-04-19,*Vivian,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Blue Tabby
A705049,2015-04-05,*Fancy,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A705050,2015-04-05,*Fallon,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A704472,2015-03-20,*Tiger,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A704464,2015-03-20,*Marmalade,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A700751,2015-04-04,*Gypsy,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A702992,2015-04-04,*Cloud,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A702989,2015-04-04,*Star,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A706562,2015-03-15,Dawn,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A706564,2015-03-15,Nicky,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A706565,2015-03-15,Ducky,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A706294,2015-04-27,*Lissa,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A706295,2015-04-27,*Marty,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A706296,2015-04-27,*Mica,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Medium Hair,Orange Tabby
A706156,2015-04-25,*Holmes,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A706135,2015-04-03,*Pete,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black/White
A705818,2015-04-07,*Cher,2015-07-02T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Longhair Mix,Blue Tabby
A706868,2015-06-04,,2015-07-04T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
A706869,2015-06-04,,2015-07-04T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
A706871,2015-06-04,,2015-07-04T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico
A706304,2015-04-27,*Mike,2015-07-06T00:00:00-05:00,07-2015,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby
A707172,2015-05-09,,2015-07-09T00:00:00-05:00,07-2015,Transfer,Partner,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Blue Merle
A707288,2013-07-11,Texas,2015-07-11T00:00:00-05:00,07-2015,Return to Owner,,Dog,Neutered Male,2 years,Harrier Mix,Black/Tricolor
A707633,2015-01-15,Cookie Monst,2015-07-19T00:00:00-05:00,07-2015,Transfer,Partner,Dog,Spayed Female,6 months,Bruss Griffon Mix,Orange/Tan
A707641,2007-01-15,Coco Chanel,2015-07-21T00:00:00-05:00,07-2015,Transfer,Partner,Dog,Intact Female,8 years,Dachshund,Red
A707046,2012-07-07,Jameson,2015-07-22T00:00:00-05:00,07-2015,Transfer,Partner,Dog,Neutered Male,3 years,Siberian Husky Mix,White/White
A702755,2015-05-10,Oscar,2015-07-26T00:00:00-05:00,07-2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A707958,2014-07-20,*Stitch,2015-07-29T00:00:00-05:00,07-2015,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A708038,2014-03-21,Archie,2015-08-01T00:00:00-05:00,08-2015,Return to Owner,,Dog,Neutered Male,1 year,Black Mouth Cur Mix,Tan/Tan
A708471,2015-05-13,Peanut,2015-08-01T00:00:00-05:00,08-2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A704994,2015-05-17,Rajah,2015-08-01T00:00:00-05:00,08-2015,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A708845,2008-08-01,Flash,2015-08-03T00:00:00-05:00,08-2015,Return to Owner,,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black/White
